lemma,wordforms
vehement,"vehementi,vehementes,vehementis,vehementer,vehementen,vehementem,vehemente,Vehement,vehement,vehementesten"
gehaufften,gehaufften
wohlverrichtet,"wohlverrichtetes,wolverrichtetem,wolverrichteter,wohlverrichteter"
wohlgedrückt,wohlgedruͤckte
behauen,"behauen,behawen,behaue,behauene,behaut,behauenem,behauener,behauenen,behawet,behauet,behauenes,behautete,behaueſt,behauts,Pehou,behau,behaunen,behauten,Behauet,behaueten,behauend,behûttet,behauteten,behaute"
Rehoboam,Rehoboam
wohltüchtig,"woltuͤchtige,Woltuͤchtige,wohltuͤchtigen"
Ruheberg,Ruheberg
Bohemicus,"Bohemicus,bohemicus"
Behegligkeit,behegligkeit
wohlgeredet,"wohlgeredet,wolgeredet,wohlgeredt,wohlgeredte"
Lehrpünctlin,Lehrpuͤnctlin
wohlerwägen,"wolerwogen,wohlerwogenen,wohlerwogen,wohlerwogene,wohlerwogener,wohlerwogner,wolerwogenen"
wohlbehalten,"wolbehalten,wohlbehalten,wohlbehaltene,wohlbehaltenen,wohlbehaltenes,wohlbehaltnem,wohlbehaltener,wolbehaltenem"
Lehrpünctiein,Lehrpuͤnctiein
Lehrstücklein,"Lehrſtuͤcklein,Lehrſtuͤcklin"
niheli,niheli
wohlbedachtlich,"wolbedaͤchtlich,wohlbedaͤchtlich,wolbedaͤchtlichen,wolbedaͤchtliche,wohlbedächtlich,wohlbedaͤchtlicher,wohl-bedaͤchtlich,wohlbedächtliches,Wolbedaͤchtlich,Wohlbedaͤchtlich,wohl-bedaͤchtlichen,wohlbedaͤchtlichen,wolbedächtlich,wolbedachtlich"
Wohlbesinnen,wolbeſinnen
sehwert,ſehwert
Ruhland,Ruhland
Wohlanstehen,wolanſtehen
Ruhmrähtige,Ruhmraͤhtige
lehrer,"Lehrer,lehrer"
Nohtleidender,Nohtleidender
Rahteseltister,RahtesEltiſter
Johnes,Johnes
Daheimbe,daheimbe
Rahtloß,rahtloß
Mehrgedenkte,Mehrgedachter
Mahanaim,Mahanaim
Zehrpfennings,Zehrpfennings
iehovam,Iehovam
wohlerwerben,"wolerworbenen,wohlerworbener,wohlerworbnen,wohlerworbenen,wohlerworbenes,wohlerworbene,wohlerworben,Wohlerworbene,wohlerworbnes,wohlerworbenem,Wohlerworben,wolerworbene,wolerworben,wolerworbner,wohlerworbens"
mehrwehrend,mehrwehrendem
Ruhestand,"Ruheſtandt,Ruheſtand,Ruhestand,Ruheſtande,Ruheſtandes,ruheſtandes,ruheſtand,ruheſtande,Ruheſtands,ruheſtund,Ruhestande,Ruheſtand’,Ruhestandes,ruhe-ſtand"
Sehnader,"Sehnadern,Sehnader"
sohnlich,"ſoͤhnlich,ſoͤhnlichen,ſoͤhnlicher,Soͤhnliche,ſoͤhnlichem,Söhnlich,ſöhnlich,Soͤhnlicher,ſoͤhnliches,ſoͤhnliche,ſönliche,Soͤhnlichen,sonlich,ſonlicher,verſohnlich"
Zehrer,"Zehrer,Zehrers"
Bohrkirche,Pohrkirchen
Ruhebethlin,Ruhebethlin
gehea,gehea
Lehrerdeas,Lehrerdas
wohlgestealt,"wolgeſtalten,wolgeſtalt,wohlgeſtalt,Wolgeſtalten,wohlgeſtalten,wohlgeſtaltem,wohlgestalt,wolgeſtalter,wohlgeſtalte,wohlgeſtaltern,wohlgeſtaltes,wohlgeſtalter,wolgeſtaltẽ,wohlgestalte,wohlgestalten,Wohlgeſtaltes,wolgestalten,wolgestalter,wolgestalt,wohlgestalter"
Sehola,Sehola
wohlerforscht,"wolerforſchet,wohlerforſchte"
Gehranchet,gehranchet
Mehrtrinken,mehrtrincken
Wehemut,Wehemut
vehemente,vehemente
sehwopius,Sehwopius
Nuhmals,nuhmals
zuhülffe,zuhuͤlffe
Hohngespräch,"Hohngeſpraͤch,hohngeſpraͤch"
nihm,nihm
beharschet,beharſchet
Zehnte,"Zehende,Zehnde,Zehnte,Zehnter,Zehente,Zehenter,Zehntherr,Zehentherr"
Zuhülffe,"zuhuͤlffe,zuhülffe"
wohlehrenfest,"WohlEhrenveſten,wohlehrenfeſte,Wohlehrenveſten"
vehementissime,"vehementisſimè,vehementiſſimè,vehementissime"
Beherrschung,"Beherrſchung,Beherrschung,beherꝛſchung,Beherꝛſchung,Beherſchung,Beheꝛſchung,beherſchung,Behérſchung,beherrſchung,Beherꝛſchunge,Beherrſchungen,beherrschung,Beherꝛſchungen"
Dahtu,dahtu
wohlweiß,"Wohlweißen,wohlweiße,wolweiß"
Wohlehrwürdige,WohlEhrwuͤrdige
Wohlehrenveste,"WohlEhrenveſte,Wohlehrenveſte"
iohannem,"Iohannem,IOHANNEM"
iehouae,Iehouæ
cohonestare,cohoneſtare
nuhe,nuhe
Geheymnussen,geheymnuſſen
Nuh,"Nuh,Nuhs"
Lehrsatz,"Lehrſaͤtze,Lehrsatz,Lehrſatz,Lehrſaͤtzen,lehr-ſatz,lehr-ſaͤtzen,lehrfaͤtze,lehr-ſaͤtze,lehrſaͤtze,Lehrſätze,Lehrſätzen,Lehrsätzen,Lehrsatzes,Lehrsätze,lehrſatz,lehrſaz,Lehrſatzes,Lehrsaͤtzen,Lehrſaͤze,Lehrſatze,Lehrsatze,Lehrſaz,lehrſaͤze,lehrſaze,lehrſaͤzen,LEHRSATZ,Lehrſetze,Lehr-ſaͤtze,Lehrſātze,Lehrsaͤtze,Lehrſaͤtz,Lehrsaz,Lehrsäze,Lehr-Setze,Lehr-Satzen,Lehrfätzen,lehrſaͤtzen,Lehr-Saͤtz,Lehrſazes,lehrsätze"
Lehrstube,"Lehrſtuben,Lehrſtube"
Lehrstunde,"Lehrſtunden,Lehrſtunde,Lehrſtund,Lehrstunden,Lehrstunde"
mihique,"mihique,Mihique"
Wohnplatz,"Wohnplatz,Wohnplaͤtze,Wohnplaͤtzen,Wohnplätzen,Wohnplätze,Wohnplatzes,Wohnplatze,wohnplatz,Wohnplaͤtz,Wohnplazes"
Ruhestätte,"Ruheſtaͤtte,Ruheſtätte,Ruhestätte,ruheſtaͤtte,Ruheſtaͤtter,ruhestätte"
Lehrstuhl,"Lehrſtuhl,Lehrſtühle,Lehrſtühlen,Lehrstühle,Lehrstuhl,Lehrſtuhls,Lehrſtuͤhle,Lehr-ſtuhl,Lehrſtuͤl,lehrſtuͤle,Lehrſtuͤhlen,Lehrſtuhle,Lehrſtul,lehr-ſtuhl,Lehrſtuhles,Lehrſtule,Lehrſtuͤlen,Lehrstuhle,Lehrſtuel,Lehrstühlen,Löhrſtuhle"
wohlgekrönt,"wohlgecroͤnter,wohlgekroͤnte"
Wohlsee,Wohlſee
zuheilen,"zugeheilt,zuheilen,zuheylen,zugeheilet,zuheilte,zuheile,zuheilet,zugeheylet,zuheilt,zuzuheilen,zůgeheylet"
nehmerecht,Nehmerecht
Zehenfach,"Zehenfaches,Zehenfache"
Sohnlichen,Soͤhnlichen
nahme,Nahme
loh,"lohe,loh,lohren,lohem,lohrẽ,lohen,lohes,lohim,Lohe,lohm,Lohen,Loher,Loherens,verlohrem,Lohrer,Luhe,loher,lôh"
Hohengirßdorff,Hohengirßdorff
nihilaeque,nihilæquè
wohlfürnehm,"Wohlfuͤrnehmen,Wohlfürnehmen,wolfürnehmen,Wolfuͤrnaͤhme,wohlfuͤrnehmen,wolfuͤrnehmen,wohlfuͤrnehme,Wohlfuͤrnehme,wohlfürnehme,wohlfürnehmen"
Nahas,Nahas
sihe,"Sihe,ſihe"
Sehuld,"Sehuld,ſehuld"
dahingegen,"Dahingegen,dahingegen,dahingegegen,Dahiengegen"
wohlgeprüft,"wolgepruͤffte,wohlgepruͤft,wohlgeprüft,wohlgepruͤften,wohlgeprüfte,wohlgepruͤfte,wohlgeprüften,wohlgepruͤfter,wolgepruͤft,wohlgeprüfter,Wohlgepruͤft"
Iohannis,Iohannis
Wohner,"wohner,woner,wohnern,Wöhner,Woner,Wöhners,Wohner,Wohnern"
wehsentelich,wehſentlich
Bohemi,Bohemi
Wehme,"Wehme,wehme"
Suhldin,Suhldin
Ruhekammer,"Ruhekammer,ruhekam̃er,Ruhekammern,ruhekammer"
Wahremglauben,WahremGlauben
Hohnmaure,Hohenmauren
iehovae,"Iehovæ,IEHOVÆ,IEHOVAE,Iehovae,IehoVæ"
Lehnfrau,"Lehnfrawen,Lehnfraw,lehnfrau"
Behütung,"behuͤttung,Behütung,behuͤtung,Behuͤtung,Berhütung,Behutung"
sehnsüchtig,"ſehnſuͤchtig,ſehnſüchtig,Sehnſüchtiges,ſehnſüchtigen,ſehnſüchtiger,ſehnſüchtige,ſehnſüchtigſten,sehnsüchtig,Sehnsüchtig,Sehnſüchtig,ſehnſüchtigem,ſehnſüchtiges,ſehnſuͤchtigen,ſehnſuͤchtiger,Sehnſüchtigen,sehnsüchtigen,sehnsüchtige,sehnsüchtiger,ſehnſuͤchtige,ſehnſuͤchtiges,Sehnſuͤchtig,sehnsüchtigem,sehnsüchtigster,Sehnſuͤchtiges,sehnsüchtiges,ſehnſuͤchtigſten,ſehnſüchtiglich,sehnsüchtiglich,Sehnſüchtige,Sehnsüchtiges,Sehnſuͤchtge"
wohlgegönnt,"wolgegoͤnnet,wolgegoͤnnt"
Zehnknirschen,Zehnknirſchen
mihiq,"mihiq,mihiq́"
Nehmung,"nehmung,Nehmung,Nehmungen"
gehilfelich,"gehuͤlfliche,gehuͤlflich,gehuͤlfflicher"
gehtes,gehtes
Behüllen,behuͤllen
wohlgelabert,Wohlgelabrte
Jahnin,Jahnin
Nehmer,"nehmer,Nehmer,Nehmern,Nehmers,nemer,Nehmere"
Behmen,Behmen
Johannee,Johannee
Sohnelein,"Soͤhnelein,Soͤhneleins"
buh,"verbũ,Buh,puoh"
Mahner,"Mahner,manner,Mahners,Maneer,Mahnern,Manero,vermahner,mahner"
Kuhlhases,Kuhlhaſes
Lehnsmann,"LehensManne,Lehnsmänner,Lehnsmanns,Lehnsmann,Lehnsmännern,Lehnsmannes,Lehnsmanne,Lehnsmaͤnner,Lensmann,lehensmann"
Kohlhase,"Kuhlhaſen,Kuhlhaſe,Kohlhaſe"
bahren,"bahren,bahr,Bahert,gebahret,gebahrt,Bahrt,bahꝛe,baher,bahret,bahrn,bahꝛ,gebahrts,Bahrt[,Bahrdten,verbahret,bahero,bahrt"
Kuhlhasens,Kuhlhaſens
Lehenmann,"LehenMannes,Lehenmann,Lehenmanns"
wohlangestammt,wolangeſtammeten
zuhängen,"zugehangen,zuhinge,zuhaͤngen,zuhienge,zuhengen,zuhängen,zugehängt,zugehangens,zuhingſt,zuhieng,zugehaͤngt,zuhuͤngern"
Gehenkönnen,gehenkoͤnnen
Nehesten,"neheſten,neheſtẽ"
zehlen,zehlen
Lehngut,"Lehnguͤtter,Lehnguͤter,Lehnguͤtern,Lehngut,Lehngütern,Lehnguͤttern,Lehn-Gutt,lehnguͤter,lehnguͤtern,lehngüter,Lehn-Guth,Lehnguth,Lehnguths,Lehnguts,Lehngüter,Lehngute,Lehngudes,Lehenguth,Lehngutes,Lehen-Guet"
Wohlbestellte,"Wohlbeſtelten,Wolbeſtellter,Wohlbeſtellten"
gehaßt,"gehaſſet,gehassten,gehaſt,gehaßten,gehaßte,gehaßtes,gehasst,gehaſſtes,Gehaßten,gehaſſeten,gehaſſte,gehaſſten,gehasste,gehoſſten,gehaſten,gehaſter,gehaſsten,gehaßter,Gehaßte,gehasset,gehaſſeter,gehaßteſten,gehaſſt"
Lohe,"Lohe,Luhe,Lohen,Lohi,Löhe,Lohes,Löhes,Loppé"
Hohnstein,"Hohnſtein,Hohnstein,Hohnsteins,Hohenſteine,Hohensteine"
Lehm,"lem,Lehm,Lemb,Lehmen,Lem,Lehem,lehem,Lehms,Lehmes,lehm,Löhme,LEMM,Leem,Lehme,Lehmer,verlehmen,Läm,LEM"
John,"John,JOHN,jon,john"
Wehtagung,Wehtagung
Mehrwolgedachter,Mehrwolgedachter
Wohlermeldten,wohlermeldten
Sehliga,Sehligen
Jahrzal,Jahrzal
Jehnseid,"jehnſeid,Jehnſeid"
Kahnes,"kanes,Kahnis,Kahnis’,Kanes,Kahnes"
Kahmen,"kahm,Kahmen"
Wehemutter,"WeheMutter,Wehemuͤttern,Wehemuͤtter,Wehemutter,Wehemuͤtteren,Wehemuͤtern,wehemutter,wehemuͤtter,wehemuͤttern"
Wohnhafftig,"wohnhafftig,Wohnhafftig"
Mehrwolgedachtes,mehrwolgedachtes
Hohenzollern,"HohenZollern,Hohenzollern,hohenzollern,Hohentzollern,Hohenzollerns,Hohen-Zollern"
wohlermelten,wohlermelten
zehnerum,Zehnerum
Nahm,"Nahm,nams,nahms,nehms,Nahm’,vernahms,Vernahms,vernahm’s"
raht,raht
Fahrenholz,"Fahrenholtz,Fahrenholtzes,Fahrenholz"
nehst,nehſt
Guhra,Guhra
ruhmredig,"ruhmretig,ruhmraͤtige,ruhmredig,ruhmrehtig,ruhmredigen,ruhmredige,Ruhmraͤthiges,Ruhmraͤthiger,ruhmraͤthige,rumredig,ruhmrätigen,ruhmraͤthigen,ruhmraͤtiger,ruhmraͤtiges,ruhmraͤtigen,ruhmrediger,Ruhmredig,ruhmrethigen,ruhmräthiges,ruhmredtiger,ruhmredtigen,Ruhm-rediger,Ruhmraͤdiger"
cohonestandas,cohoneſtandas
Zehenfachen,Zehenfachen
jehovah,JEHOVAH
zehnerlei,"Zehenerley,zehnerley,zehnerlei,zehenerley"
ruhlos,"Ruhloſe,ruhlos,Ruhlos,ruhloſe,ruhloß,ruhloßem,ruhloſen"
Gehewrahtet,"Gehewrahtet,gehewrahtet"
lehagdilo,lehagdilo
vehanniphla,vehanniphla
vehementissimis,vehementiſſimis
vehementi,"vehementi,vehemẽti"
Wohlwollenhit,Wohlwollenheit
wohlgenennt,wohlgenennter
Wohlgerüst,"wohlgeruͤſt,wolgeruͤſte,wolgeruͤst,wolgeruͤsten,wolgeruͤstes,wolgeruͤste,wolgeruͤſt,wolgeruͤſten,wohlgeruͤſte,wohlgeruͤſten"
Mehrerwehnter,mehrerwehnter
zuhangen,"zuhangenden,zuhange,zuhangende,zuhangen"
wohlangesehen,"wolangeſehen,wohlangeſehene,wohlangeſehener,wohlangesehen,Wohlangeſehenen,wolangeſehene,wohlangesehene,wohlangeſehenen,wohlangeſehen,wolangesehene"
Gehuldet,gehuldet
Lohnlein,Loͤhnlein
Ruhstätlin,Ruhſtaͤtlin
Zehnhundertmal,Zehenhundertmahl
zuhenken,"zuhenckert,zuhencken,zuhenken"
behria,Behria
Mehlen,"mehl,meel"
gehöhnt,"gehoͤnet,Gehoͤhnt,gehoͤhntes,gehöhnten,gehöhnte"
sihi,"ſihi,sihi"
nihilque,"nihilq́ue,nihilque"
Ruhbetlin,Ruhbetlin
gehennam,"gehennam,gehẽnam,Gehennam"
Meh,"meh,Meh"
Johanns,"Johanns,Johann's,Johann’s"
Mohammed,"Mahomet,Mahomets,Mahomeds,Mohammed,Mohammeds,Mohamet,Mahammed,Mohammed’s,Mohammed's,Mohaͤmmed,Mohämmed"
Lehrjahr,"Lehrjahren,Lehrjahre,Lehrjahr,Lehrjaren,Lehr-jahren,Lehrjahrn,lehrjahre,lehrjahren,lehrjaren,Lehrjahrs,lerjaren,Lehr-jahr"
Lehrherr,"Lehrherr,Lehrherrn,Lehrherrns,Lehrherren"
nihilq,"nihilq́,nihilq̀,nihilq"
Jahresfrist,"Jahresfriſt,Jahresfrist,Iahresfriſt,jahresfriſt,Jahꝛesfriſt,Jahresfriſten,jahresfrist"
wohlbejahrt,"wolbejaͤhrten,wolbejahrter"
wohlgestallt,"wolgeſtalteſten,wohlgeſtalteſten,wolgeſtaltes,wohlgeſtalltes,wohlgeſtallte,wohlgeſtallten,wohlgeſtallter,wohlgeſtallts,wolgeſtallten,wolgeſtalltes,wolgeſtallte,wohlgestallte,wolgestaltes,wohlgeſtalteſte"
Mahme,Mahme
wohlgesetzt,"wohlgeſetzte,wohlgeſezten,wohlgeſetzten,wohlgesetztes,wohlgeſetzter,wolgeſetzten,wolgeſetzter,wolgeſezte,wolgeſetzete,wolgeſeztẽ,wolgeſeztes,wolgeſezten,wolgeſezter,wolgeſetzetes,wohlgeſezter,wolgeſetzte,wohlgeſetztes,wolgeſetzet,wohlgeſezte,wohlgeſetzt,wolgeſetzt,wohlgesetzter,wohlgesetzten,wohlgeſetztere,wohlgesetzte,wohlgesetzt,wohlgesetzeten,wolgesetzte,wolgesetztes,wolgeſezt,wolgeſetztes,Wohlgeſetzter"
Wohlermelten,Wohlermelten
Mahinen,Mahinen
Mahm,Mahm
Wohlemeldte,wohlemeldte
Nehmlichen,Nehmlichen
Hahe,hahe
Wohilet,wohilet
Zehngebot,"Zehengeboth,Zehngeboten,Zehngebote,Zehngebot"
Sehig,ſehig
Lehnsfolgern,"Lehnsfolgern,lehnsfolgern"
Wohlgelingen,"wohlgelingen,Wolgelingen,Wohlgelingen,wolgelingen"
behöriger,"behoͤriger,behöriger"
wohlbenente,Wohlbenente
bohemo,Bohemo
kohlschwarz,"Kohlſchwaꝛtzen,kohlſchwartzen,kohlſchwarze,kohlſchwarz,kohlschwarzes,kohlschwarzen,kohlschwarz,kohlſchwarzen,kohlſchwarzer,kohlſchwartz,kohlschwarze,Kohlſchwartz,kohlſchwartze,kohlſchwartzes,kolſchwarzen,kolſchwarze,kohlschwarzem,kohlſchwarzes,kohlschwarzer,Kohlſchwartze,Kohlſchwartzen,kohlſchwartzer,kohlſchwarzem,kohlschwartz,Kohlſchwartzer"
wohlbetrachtet,"wolbetrachteten,Wohlbetrachtet,wolbetrachtet,wohlbetrachtet"
Cohel,Cohel
Wohlbedacht,"Wolbedacht,Wohlbedacht"
Ruhgemach,Ruhgemach
Geheul,"Geheul,Geheul’,geheul,Geheuel,Geheuls,Gehe̱ul,Gehaͤul,Gehühls,geheuͤl"
Mehlkastenlein,Mehlkaͤſtlein
Nihil,"Nihil,nihil"
Wohlehrnvesten,WohlEhrnveſten
wohlredend,"wolredende,wolredenden,wohlredender,Wohlredend,wohlredenden,wohlredende"
Wahnsinnige,"Wahnſinnigen,Wahnsinniger,Wahnsinnigen,Wahnſinnige,Wahnsinnige,Wahnſinniger,Wanſinnige"
wahrgläubig,"wahrgleubigen,wahrglaͤubiger,wahrglaͤubigen"
ruhm,Ruhm
Hahnengeschrei,"Hanengeſchrey,Hahnengeſchrei,Hanengeschrey,Hahnengeschrei,Hahnengeschrey,Hahnengeſchrey,Hahnengeschreies"
Suhiter,Suhiter
Rahtsverwanther,Rahtsverwanther
Wohlhabende,"Wolhabenden,Wohlhabenden,Wahlhabende,Wohlhabende,Wohlhabender,Wohlhabendem"
Lehnfrawe,Lehnfrawe
Ruheberlein,Ruheberlein
Lehrab,lehrab
Jahan,Jahan
Joha,"Joha,Johã"
muheselig,"muheſelig,můheſelig,Můheſelig"
Zeh,"tze,Zeh,Tze,Tsae,Zee,Zê,Zih,Zepp,dze,Zeh',Zze,zeh,Zeh’,Zehs,Tſe,že,Zehf,Zeæ,Z[e],Zaͤ,tſe,zeeh,Zeè,tsē,Z.E,zee"
ruhsam,"ruheſam,ruhſam,allerruhſamſter,ruhesamen,ruhſame,ruhſamen,ruhſamb"
kohlen,"kohlen,kohle,Kolte,kohlert,kowél,kôlen,kohl,gekohlt,kohlt,Kohlen,kohligen,Koheleth,gekohlet,Coheleth,kůhl,kůhlet,Kolen,Kowelt,kohlend,Kolten,kuhlet,Kohlert,kohlten,koͤhl"
zuhängend,"zuhengende,zuhaͤngenden,zuhaͤngendes"
vehementiam,vehementiam
iohannes,Ioannes
Wohlhaben,"wolhaben,Wolhaben,wohlhaben,Wolhabens,Wohlhaben"
zehlich,zehlich
Dahaymen,dahaymen
Zuhilff,zuhilff
Bohren,"Bohrn,Bohꝛn,Bohren,Bohrens,bohrens"
gehängt,"gehengten,gehaͤngte,gehängten,gehängte,gehängtes,gehaͤngten,gehängt,gehengtes,gehengte,gehaͤngter,gehaͤngtem,gehängter,gehenckt,gehengeten,gehengtem"
vehementis,vehemẽtis
Wehtun,"Wehethun,Wehthun,Wehthuns,Weh-Thun"
fehltreten,"faͤhltritt,fehltrit,fehltritt,fehlzutreten,fehlgetreten,fehltrat"
Lehrung,"Lehrung,lehrung,Lehrungen"
cohaesio,"cohæſio,cohaesio"
wahrheit,"Warheit,Wahrheit"
beherbrigen,beherbrigen
Beherbriegen,beherbriegen
wohlgesehen,"Wohlgeſehenen,wolgeſehen,wohlgeſehn"
nahrhaft,"Nahrhaffte,nahrhaffte,nahrhafftes,nahrhafften,nahrhaft,nahrhaften,nahrhafter,nahrhafte,nahrhafteſten,nahrhaftigen,nahrhaftes,Nahrhaft,nahrhafft,Nahrhafft,nahrhaffter,narhafte,nahrhafteste,nahrhaftern,nahrhaftere,nahrhaffteſte,nahrhafteres,Nahrhaftes,narhaften,nahrhaffters,nahrhaftem,nahrhafteren,nehrhaffteſten,nehrhafften,nehrhaffte,nehrhaffteſte,nehrhafft,Narhaffte,Narhafften,narhafften,Naͤhrhaffte,nahrhafteſte,nahrhafterem,allzunehrhaften,nehrhafte,nehrhaften,nahrhafftigen,nahrhaſteres,Nahrhafte,nehrhafftes,naͤhrhafften,naͤhrhaffte"
cuharam,cuharam
Behelts,behelts
Rehoboth,Rehoboth
Lehrte,"Lehrete,Lehrte,LEHRETE"
Geheim,"Geheim,Geheimes,Geheimt,G[eheim],Gerheim"
behört,"behoͤrter,behoͤrte,berhoͤrten"
zahnweh,"zahnwehe,Zahnweh,Zahnwehe,zahnweh"
Sehwer,ſehwer
Buhlen,"bulens,Buhlens,buhlens,buhl"
Gehetz,"Gehetze,Ghez,gehetz,Gehetz,G’hetz"
Nahrungskraft,"Nahrungskraͤfften,Nahrungskräfte,Nahrungskraft,Nahrungskraͤfte"
guhrawischen,Guhrawiſchen
Beherbrigen,"beherbrigen,Beherbrigen"
rahell,Rahell
wohnhaft,"wohnhafft,wonhafftig,wonhafft,wohnhaft,wohnhaffte,wohnhafte,wohnhaften,wonhaft,wohnhafften,wonhafter,wohnhaffter,wohnhafter,wohnhaſte"
guhraviae,Guhraviæ
guhraw,Guhraw
guhrav,Guhrav
zuhauf,"zuhauff,Zuhauff,zuhauf,zuhauffe"
sehliger,Sehliger
fahre,"fare,Fare,Fahr,fara"
wohlgefast,"wolgefaſter,wolgefaſtẽ,wolgefaſtes,wohlgefaſte,wolgefaſte,wohlgefaſten,wolgefaſt,wolgefaſten,wohlgefaſter,wohlgefaſt"
wehwirkend,wehwirckenden
nehmet,"Nemet,nemet,nehmet"
hohenstein,Hohenſtein
cohibebo,cohibebo
wohlstudiert,"wolſtudieret,wohlſtudirte,wohlſtudierte,wolſtudiret"
nehrlich,nehrlich
Hohenstein,"Hohenſtein,Hohenstein"
Iuhilate,Iuhilate
Lahr,"Lahr,LAHR"
lehrnt,lehrnt
Sohngott,SohnGottes
sehendlich,ſehendlichem
cohonorare,cohonorare
nohtleidende,nohtleidende
Mahland,Mahland
sehnlichst,"ſehnlichſtes,sehnlichst,sehnlichsten,sehnlichster,ſehnlichſt,ſehnlichſte,ſehnlichſter,allersehnlichsten,allerſehnlichſten,ſehnlichſten,ſehnligſten,Sehnlichſt,sehnlichste,Sehnlichste,sehnlichſt,sehnlichstes,sehnligst,allerſehnlichſte"
Ruhlosigkeit,ruhloſigkeit
Nehmen,"Nehmen,nimb,nimm,nym,nim̃,nim,Nehmens,nuͤmm,nümm,nimms,Nemen"
zehnde,zehnde
Mohnsüchtige,"Monſuͤchtigen,Monſuͤchtiger,Monſuͤchtige"
Zehnbleckende,zehnbleckende
lehrend,"lerende,lehrende,lehrenden,Lehrend,lehrend,lehrendes,Lehrender,lehrender,lerenden,lehrendem,LEHRENDE"
nihilprodest,Nihilprodest
Fehrligkeit,fehrligkeit
nehesten,"neheſten,nehesten"
Zehrunge,"zehrunge,Zehrunge,Verzehrunge"
Sahmkörnlein,Sahmkoͤrnlein
Zehengebot,"Zehengebot,Zehengeboten"
Zehengebott,"Zehengebotten,Zehengebott"
geheimbden,"geheimbden,geheimbdẽ,Geheimbden"
Geheimbden,"geheimbden,Geheimbden"
Wohlgestalt,"wolgeſtalten,Wolgeſtalt,Wohlgeſtalt,wolgeſtalte,wolgeſtalt,Wohlgestalt,Wolgeſtalte,wolgestalt,wolgestalten,wolgestalte,Wolgeſtalten"
hohnlachen,"hohnlachen,honlachen,Hohnlachend,hohnlachend,hohnlachte,hohnlacht,hohnlachete"
Hohnlachen,Hohnlachen
geholffenhat,geholffenhat
Lehmhagen,Lehmhagen
Wohlbestehen,"wolbeſtehen,Wohlbestehen,Wohlbestehens"
Jehoa,Jehoa
geherssen,geherſſen
sohren,"ſahren,ſor,ſore,sore,sora,Soret,verſohren,ſohr,ſoren,ſortt,verſohreten,verſohret,allzuſor,verſorren,sorst,ſorſt,ſahre"
Gehorche,"Gehorche,Gehorch',Gehorch’"
Lehnstab,"Lehnſtab,LehnStab"
Wohlzusehen,"wolzuſehen,wohlzuſehen"
Teharum,Teharum
wohlgetun,"wolgethan,wohlgethane,wohlgethan,wohlgethanes,wolgethane,wohlgethanen,wohlgethaner,wolgetahn"
johannem,JOHANNEM
Gehenge,Gehenge
Rahab,"Rahab,Rahabs,RAhab"
dehortatio,Dehortatio
lehen,"Lehen,Lehens,lehen,lehens"
zahnius,Zahnius
vehi,vehi
Dehonestirt,dehoneſtirt
dehonestatio,Dehoneſtatio
nohisfuggetunt,nohisfuggetunt
Sehniglichen,ſehniglichen
Rohm,"Rohm,Roͤhm"
Gehenaffe,Gehnaffen
Kuhefenster,Kuͤhefenſter
Behencken,behencken
Ruhbettelei,Ruhbettelein
Hehlbache,Helbachen
Johannesberg,Johannesberg
Gehüfen,gehüfen
Tohu,"Tóhu,Tohu,tohu"
fehets,fehets
daherwachsende,daherwachſende
Behutsamkeit,"Behutſamkeit,behutſamkeit,Behutsamkeit,behutsamkeit,Behutſamkeiten,Behuthsamkeit,behuhtſamkeit,Behuthſamkeit,Behudſamkeit,Behutſahmkeit,behutſambkeit,Behutſambkeit,Behuttſambkeit,Behuttſamkeit"
wehtuen,"wehthun,wehthut,wehethun,wehgethan,weh-gethan,wehethuend,wehtun,wethun,wehthat,wettat"
Kohlen,"kůhl,Kohlen,kohl,Kolen,Kohln,kolen,Kohlens,Kuhlens"
muhselig,"můhſeligen,muhſelig"
vehet,vehet
tehwres,tehwres
wohlverschult,wolverſchuldten
Lehrenauß,Lehrenauß
Zahnklappern,"Zaͤnklappern,Zaͤhnklappern,Zahnklappern,zaͤhnklappern,Zähnklappern,Zaͤhnklapperen,Zahnklapperen,zaͤhnklapperen"
Ruhebett,"Ruhebett,Ruhebette,ruhebetten,Ruhebetten,Ruhebettes,Ruhebet,Ruhebettgen,ruhebette"
vehemens,"vehemens,Vehemens,vehemẽs"
vehunt,vehunt
cohortem,cohortem
jeho,"JEHO,Jeho"
vehente,vehente
Zuhand,"zuhand,zůhand"
cohortatione,cohortatione
cohonestarunt,cohoneſtârunt
Rohnstock,Rohnſtock
Johns,"Johns,John’s,John's,Johnſ"
Geheurath,geheurath
Lohngroschen,Lohngroſchen
hohe,hohe
lehre,"Lehre,lehre,Lehr"
zuhassen,"zuhaſſen,zuhassen"
iehovah,Iehovah
Wohnug,"wohnũg,Wohnũg"
mehrwolgedachten,mehrwolgedachten
Fahrenbach,Fahrenbach
geherbergt,geherberget
iehova,"Iehova,Jehova,Jehovæ,IehoVa,IEHOVA"
Mehls,"Mehls,Meels,mels"
Mahlon,Mahlon
leher,leher
nihiletiam,nihiletiam
Ruhstadt,"Ruhſtaͤdte,Ruhſtadt,Ruhstadt"
mahometische,"Mahometiſche,mahometiſche"
Fahl,Fahl
Ruhmrätiger,Ruhmraͤtiger
Lehrhafftiges,Lehrhafftiges
